X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-123.369640274613,48.7209172920372,201127,Princess Bay,Baie Princess,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.277101251278,48.6623465358094,201128,Isle de Lis,Isle de Lis,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.273989950408,48.5678391224876,201129,D'Arcy Island,Île D'Arcy,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.397199613111,48.8396834390479,201130,James Bay,Baie James,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.098509590212,48.7741196913045,201131,Narvaez Bay,Baie Narvaez,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.407968757621,48.7495581392646,201132,Russell Day use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.311130335534,48.7844369302261,201133,Shingle Bay,Baie Shingle,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.189603766492,48.8093577988053,201134,Winter Cove Boat Launch,,,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-79.8560236163162,44.9001738838914,201135,Honeymoon Bay-Waste Dropoff,,,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8546391392858,44.9006000317386,201136,Honeymoon Bay-Waste Dropoff,,Honeymoon Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8476752155919,44.8980837399526,201137,Frying Pan Bay-Waste Dropoff,,Frying Pan Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8455854941585,44.8961859417889,201138,Frying Pan Bay-Waste Dropoff,,Frying Pan Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8423950277796,44.8866859552565,201139,Little Dog-Waste Dropoff,,Little Dog,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8508878419574,44.8912820025937,201140,Chimney Bay-Waste Dropoff,,Chimney Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8544881667076,44.8894463929789,201141,Oaks-Waste Dropoff,,Oaks,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.856341869197,44.8816312494217,201142,McCabe Rock-Waste Dropoff,,McCabe Rock,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8566671754373,44.8799853493231,201143,Sandpiper-Waste Dropoff,,Sandpiper,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.857001285831,44.8776764361555,201144,Wana Keta-Waste Dropoff,,Wana Keta,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8495912547807,44.8718373530833,201145,Tonch North-Waste Dropoff,,Tonch North,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8476997785083,44.870493104644,201146,Tonch East-Waste Dropoff,,Tonch East,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8507736933126,44.8668253873362,201147,Tonch South-Waste Dropoff,,Tonch South,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8612444469851,44.8595003737691,201148,Thumb Point-Waste Dropoff,,Thumb Point,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8648201659497,44.8555285506262,201149,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8646949560978,44.8525277383433,201150,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8642581472082,44.850238971352,201151,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8616483870336,44.8488036651758,201152,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.8777734413255,44.8471553236807,201153,Christian Beach-Waste Dropoff,,Christian Beach,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.863351424693,44.8494923027527,201154,Cedar Spring South Picnic Area,,Cedar Spring South,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-79.8647830995417,44.8536155107917,201155,Cedar Spring Frontcountry Camping,,Cedar Spring,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-79.8637629871861,44.8498987555971,201156,Cedar Spring Playground,,Cedar Spring,,,,,,Playground//Terrain de jeu,Yes//Oui,No//Non
-79.8650932378038,44.8527748473079,201157,Cedar Spring Visitor Centre,,Cedar Spring,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-79.8657961342457,44.8525544559789,201158,Cedar Spring Trailhead,,Cedar Spring,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-79.8637600442212,44.8549218162702,201159,Cedar Spring Swiming Area,,Cedar Spring,,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-79.8638031218936,44.8525158182467,201160,Cedar Spring Swiming Area,,Cedar Spring,,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-79.8506317186386,44.7420028489315,201161,Midland Administration Building,,Midland,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,No//Non
-79.8668287429051,44.8503452795247,201162,Beausoliel Island Maintenance Compound,,Maintenance Compound,,,,,,Compound/Operations Station//Ateliers/Station des opérations,No//Non,No//Non
-79.8651638440952,44.8526350489145,201163,Woodshed Cedar Spring,,Woodshed Cedar Spring,,,,,,Firewood Processing / Storage Area//Traitement ou entreposage de bois à brûler,Yes//Oui,No//Non
-79.8641642915812,44.8505773708576,201164,Cedar Spring Pumphouse,,Cedar Spring Pumphouse,,,,,,Drinking Water Processing Plant//Usine de traitement des eaux,No//Non,No//Non
-79.8511082058683,44.8674111130584,201165,Tonch South Outhouse,,Tonch South Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8574704417991,44.8807489419795,201166,Sandpiper Outhouse,,Sandpiper Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8576452040735,44.8774153347758,201167,Wana Keta Composting Toilet,,,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8568819102198,44.8819182272707,201168,McCabe Rock Composting Toilet,,,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8413268198733,44.8866164929519,201169,Little Dog Outhouse,,Little Dog Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8547509069929,44.8901481694032,201170,Oak Outhouse,,Oak Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8641911026459,44.8500616839259,201171,Cedar Spring Comfort Station,,Cedar Spring Comfort Station,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8495069886281,44.8905816282183,201172,Day Tripper Composting Toilet,,Day Tripper Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.851108433481,44.8915697017021,201173,Chimney Bay Composting Toilet,,Chimney Bay Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8549688473473,44.8887467779563,201174,Oak Composting Toilet,,Oak Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8623983649634,44.8594955974499,201175,Thumb Point Composting Toilet,,Thumb Point Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8656068773431,44.8539492340787,201176,Cedar Spring Comfort Station,,Cedar Spring Comfort Station,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.864617763972,44.8526305768357,201177,Cedar Spring Outdoor Shower,,Cedar Spring Outdoor Shower,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8637344604937,44.8484559239719,201178,Cedar Spring Composting Toilet,,Cedar Spring Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8634314262475,44.8561081335496,201179,Cedar Spring Outdoor Shower,,Cedar Spring Outdoor Shower,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8631629307406,44.8565125138912,201180,Cedar Spring Composting Toilet,,Cedar Spring Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8626061096601,44.8480360904327,201181,Cedar Spring outdoor Shower,,Cedar Spring outdoor Shower,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8496788266247,44.8711923822161,201182,Tonch North Composting Toilet,,Tonch North Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8778100936756,44.8466586770285,201183,Christian Beach Composting Toilet,,Christian Beach Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8616372690668,44.8589190387171,201184,Thumb Point Backcountry Camping,,Thumb Point,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.8512232286801,44.8669342039175,201185,Tonch South Backcountry Camping,,Tonch South,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.8479580441845,44.8700573196247,201186,Tonch East Backcountry Camping,,Tonch East,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.8495383566315,44.8714348054754,201187,Tonch North Backcountry Camping,,Tonch North,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.8570923297656,44.8806329386459,201188,Sandpiper Backcountry Camping,,Sandpiper,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.8547127065048,44.8893073281802,201189,Oaks Backcountry Camping,,Oaks,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.8510934221439,44.8913291654252,201190,Chimney Backcountry Camping,,Chimney,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.855006158669,44.9001098499235,201191,Honeymoon Bay Backcountry Camping,,Honeymoon Bay,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.8664530484354,44.9384167097535,201192,Bone Island Outhouse,,Bone Island Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.8569905158324,44.8847335030551,201193,Massassagua Trail Footbridge,,Massassagua Trail Footbridge,,,,,,Bridge//pont,Yes//Oui,No//Non
-79.8570146303777,44.8850709684941,201194,Massassagua Trail Footbridge,,Massassagua Trail Footbridge,,,,,,Bridge//pont,Yes//Oui,No//Non
-79.8620064278475,44.8890609681142,201195,Rockview Trail Footbridge,,Rockview Footbridge,,,,,,Bridge//pont,Yes//Oui,No//Non
-79.8518530460165,44.7428491078098,201196,Midland Trail Footbridge,,Midland trail,,,,,,Bridge//pont,Yes//Oui,No//Non
-131.998733346702,53.2486684810206,201197,Gwaii Haanas Office,Centre administratif de Gwaii Haanas,Gwaii Haanas Office,Centre administratif de Gwaii Haanas,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,Yes//Oui
-132.069892113497,53.2535555258411,201198,Visitor Information,Centre d'accueil,Visitor Information,Centre d'accueil,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-132.117579809373,53.2532953186316,201199,Gwaii Haanas Maintenance Compound Yard,,Maintenance Compound Yard,Gwaii Haanas atelier d'entretien,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,Yes//Oui
-131.091646363842,52.155267259785,201200,Ellen Island Operations Station,Postes d'exploitation de l'Île Ellen,Ellen Island Operations Station,Postes d'exploitation de l'Île Ellen,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.371495816672,52.4342064313851,201201,Huxley Island Operations Station,Postes d'exploitation de l'Île Huxley,Huxley Island Operations Station,Postes d'exploitation de l'Île Huxley,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568410026125,52.5781328182619,201202,Float Camp Unit # 4 - Main Lodge,,Float Camp Unit # 4 - Main Lodge,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568750043162,52.5782235429905,201203,Float Camp Unit # 3 - Power/Shop Float,,Float Camp Unit # 3 - Power/Shop Float,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568599334112,52.5781806434374,201204,Float Camp Unit # 1 - Durina Lodge,,Float Camp Unit # 1 - Durina Lodge,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568525975366,52.5782518593469,201205,Float Camp Unit # 2 - Floating Dock,,Float Camp Unit # 2 - Floating Dock,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.117675241786,53.2535660316191,201206,Gwaii Haanas Maintenance Shop,Gwaii Haanas atelier d'entretien,Gwaii Haanas Maintenance Shop,Gwaii Haanas atelier d'entretien,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.117349596616,53.2536784266385,201207,Gwaii Haanas Woodworking Shop,,Gwaii Haanas Woodworking Shop,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118139840499,53.2536248749681,201208,Haida Gwaii Watchmen Storage,,Haida Gwaii Watchmen Storage,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.117250999472,53.2534393276586,201209,Maintenance Compound Sewage Treatment,,Maintenance Compound Sewage Treatment,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118078365775,53.253481396267,201210,Maintenance Compound Storage Shed,,Maintenance Compound Storage Shed,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118003645518,53.2532074555493,201211,Seacan # 1 ,,Seacan # 1 ,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118023080994,53.2532579035685,201212,Seacan # 2,,Seacan # 2,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118041651502,53.2533022707144,201213,Seacan # 3,,Seacan # 3,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118051815163,53.2533593174374,201214,Seacan # 4,,Seacan # 4,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-117.470943155863,52.6121031232414,201215,Spindly Creek,,Spindly Creek,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.056350980966,52.6879836552938,201216,Cavell,Cavell,Cavell,Cavell,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.955230171544,52.7353074960337,201217,Meeting of the Waters,Confluent,Meeting of the Waters,Confluent,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.126459262001,52.8352683454351,201218,Sky Tram Upper Terminal,Terminus supérieur du téléférique,Sky Tram Upper Terminal,Terminus supérieur du téléférique,,,,,Gondola/Tram//Nacelle,Yes//Oui,Yes//Oui
-117.726357591739,52.8635711858894,201219,Beaver Lake,Lac-Beaver,Beaver Lake,Lac-Beaver,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.532151598723,52.6691304026333,201220,Samson,,Samson,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.586254767786,52.6924893425891,201221,Four Mile,,Four Mile,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.612470444204,52.696218865445,201222,Trapper Creek,,Trapper Creek,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.050187479779,52.9628144001281,201223,Palisades,Palisades,Palisades,Palisades,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.987949545396,53.108667574346,201224,Talbot Lake,Lac Talbot,Talbot Lake,Lac Talbot,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-117.773007999538,53.1296800246939,201225,Miette Hotsprings Picnic,,Miette Hotsprings Picnic,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.089455014445,52.9153446589953,201226,Pyramid Lake Boat Dock ,,Pyramid Lake Boat Dock ,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-118.030548325375,52.9331598987728,201227,Sixth Bridge,Sixième-Pont,Sixth Bridge,Sixième-Pont,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.881449653233,52.8946273062823,201228,Maligne River,Rivière-Maligne,Maligne River,Rivière-Maligne,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.687729627765,52.77117060446,201229,Bruce's,,Bruce's,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.042465450841,52.8119107347836,201230,Five Mile Bridge,,Five Mile Bridge,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-118.080708508662,52.8772956014774,201231,Jasper Information Centre,Centre d'information de Jasper,Jasper Information Centre,Centre d'information de Jasper,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-118.110016357979,52.8512199693116,201232,Old Ski Hill,,Old Ski Hill,,,,,,Ski Area//Aire de ski,Yes//Oui,No//Non
-117.973520429434,52.7472831081649,201233,Otto's Cache,Cache-des-Frères-Otto,Otto's Cache,Cache-des-Frères-Otto,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.902408373568,52.6935581741423,201234,Leach Lake,,Leach Lake,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.805489384256,52.5954107889143,201235,Mt. Christie,,Mt. Christie,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.636488695282,52.533854105642,201236,Sunwapta River Rafting Egress,,Sunwapta River Rafting Egress,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-117.565453059815,52.5114362158859,201237,Bubbling Springs,Sources-Bubbling,Bubbling Springs,Sources-Bubbling,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.5255685971,52.4895171974964,201238,Sunwapta River Rafting Access,,Sunwapta River Rafting Access,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-117.280757884744,52.2611914921468,201239,Glacier Skywalk,,Glacier Skywalk,,,,,,Glacier Skywalk//Passerelle des glaciers,Yes//Oui,Yes//Oui
-118.043825140904,52.8822791510625,201240,Jasper Park Lodge Golf Course,,Jasper Park Lodge Golf Course,,,,,,Golf Course//Parcours de golf,Yes//Oui,No//Non
-118.161829524524,52.7995791457926,201241,Indian Pass Ski,,Indian Pass Ski,,,,,,Ski Area//Aire de ski,Yes//Oui,No//Non
-117.682229434247,52.7085488511517,201242,Bald Hills Hike/Ski,,Bald Hills Hike/Ski,,,,,,Ski Area//Aire de ski,Yes//Oui,No//Non
-117.722550178686,52.8492658003027,201243,Beaver Trailhead,,Beaver Trailhead,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
